dateid,categoryid,countryid,totalsales
659,3,17,55.59134966226788
659,2,42,51.60742760392255
659,2,34,52.56533053332917
659,1,28,39.7326283237922
659,4,1,72.310779938475
659,3,3,45.00651339501876
660,2,33,57.670851693069935
660,2,1,51.01779444421696
660,3,38,52.43550199756366
660,1,7,61.64196880544265
660,1,2,60.76452404483318
661,1,8,48.60420215311676
661,4,55,45.4784362742442
661,3,27,50.00374607012572
661,1,42,43.77251148189994
661,3,35,48.92460057891603
661,4,54,32.11485409974683
661,2,6,35.3659288544451
662,1,55,40.65927130509831
662,1,22,47.928988135981136
663,2,51,51.080193534436454
663,4,7,50.30442177441162
663,4,42,40.24412051034246
663,3,10,50.32750304751302
663,4,26,53.51361065989046
663,1,27,48.57638670642165
664,2,30,61.69280733010905
664,1,15,47.32008080629281
664,2,47,57.108689793215135
664,4,30,42.97564769662075
664,3,18,63.90481505281342
665,4,25,49.73430973204159
665,1,42,56.00789014555045
665,1,28,51.55664403792031
666,3,48,60.280358880914264
666,1,12,61.13716923192292
667,1,17,61.3936706548081
667,1,4,47.09300804135831
668,2,51,39.008255864059265
668,1,21,38.3411981029245
668,4,27,46.52667835492032
668,3,51,43.52148299448219
669,4,15,45.89803667783621
669,1,32,36.3424844128432
670,2,11,54.82657542176373
670,2,48,44.533414380238256
670,1,34,62.97010638842668
671,2,19,49.099879459309825
672,1,55,40.053818851433576
672,3,27,42.7190573542552
672,1,45,58.531140141274754
672,2,24,62.940038703862385
672,1,49,59.427042760462925
672,4,14,67.16562070172014
673,1,48,45.768511248317324
673,4,49,46.13265960568226
673,1,34,54.74023891167686
673,2,21,64.28753665715435
674,2,19,45.81202790203052
674,4,41,68.66617052245846
674,4,48,47.491583933908444
674,1,8,47.59746391589794
674,2,34,56.69757390166221
674,4,40,67.49094313627526
675,2,24,50.41157706065169
675,3,24,53.12918763102382
676,4,37,44.59009656833439
676,1,5,61.5115316635509
676,1,37,33.87978251332049
676,4,30,54.973951209220274
677,3,6,38.03124698359406
677,1,41,41.10576551235297
677,4,25,46.51827839406951
677,2,22,37.2354819622566
677,3,48,50.80154469648
677,3,24,34.54485358914697
678,1,6,64.9636488956098
678,2,3,54.21079845827353
678,4,20,51.857034113277265
678,3,35,39.164356041469006
678,4,31,39.552420056032105
678,1,45,32.05783822733276
678,2,19,48.45326654767997
679,3,31,45.22597826489623
679,4,16,40.440369982219494
679,2,27,45.74571907511596
680,1,4,44.060527294566036
680,2,15,52.33235970922948
680,3,16,55.11104388788513
680,2,35,30.795769364968145
680,1,22,42.23554075125162
681,4,20,44.53212189738593
681,1,27,51.144308269967794
682,4,9,55.18796131662305
682,4,4,50.280835582870345
682,3,49,29.931869825921208
682,1,13,60.76529140101701
683,2,7,48.22645228010675
683,4,54,43.29315422663632
683,2,9,51.0009494361336
683,1,45,48.11000326261393
683,2,53,32.41181004723881
683,2,5,33.87131683039354
684,2,49,48.486479714708146
684,2,28,61.451325883721026
685,1,10,55.477610930772194
685,2,15,52.49758041148531
685,4,14,28.88356577653209
685,3,33,60.74571252049331
685,1,22,64.69085900983721
685,2,23,58.288316413357244
686,4,37,50.68464921919964
686,3,40,26.0340551336273
686,2,30,47.132950840193956
686,3,20,47.99656769485409
686,2,3,41.229496725798626
686,2,14,46.6085621913805
687,3,41,33.41008070187625
688,1,42,47.98389384298511
688,1,21,42.40718502286509
688,2,1,33.1340971635493
688,2,38,49.12280352061542
688,3,2,29.70469213219326
688,3,8,38.66361515880477
689,2,17,55.49989219913118
689,3,6,57.391043943710635
689,2,10,32.2530748154135
689,1,52,41.68028341670692
689,1,33,34.741849625566715
689,4,43,63.469360753249944
690,1,46,36.17774051434324
690,1,42,59.823926199479516
690,1,34,40.12074063786348
690,2,23,32.48745797908663
690,1,10,51.027099194046684
690,4,13,53.764789205720724
690,4,40,43.72813008080338
691,1,4,53.23665159991899
691,2,43,37.52802235677502
691,4,40,61.28577580463906
692,1,43,31.26344005648589
692,3,43,58.14255585761461
693,1,17,47.233701750863915
693,1,48,59.031646873749416
693,3,32,57.744229714424996
693,1,16,50.23522374194869
693,2,31,61.15442085821224
694,1,26,54.788636342900176
694,3,1,42.04008368132444
694,2,37,28.62235696699083
694,3,17,60.05134626811029
694,4,1,38.64005268837953
694,4,21,48.390645016136986
695,2,30,48.74136003940696
695,2,2,30.772628117657067
695,4,41,65.31824412927291
696,3,3,45.75844447974425
696,4,29,57.45277291099781
696,2,30,56.83963088805227
697,2,16,50.78161732941783
697,2,33,42.23762457160617
697,4,34,38.43106376147201
697,3,27,65.10498584710658
698,4,48,35.586691384066185
698,4,36,54.84536723425792
698,2,46,54.12177511763076
698,3,52,51.281192298792504
699,3,34,53.03304624558427
699,3,45,44.72758989584606
699,3,43,60.43704711875071
699,3,18,45.251788903108476
700,3,54,56.76835445059462
700,4,10,46.926692379807854
700,1,15,50.94471856585295
700,4,9,40.473750692316194
701,4,47,25.338109402983207
701,4,26,49.36053517588765
701,3,36,35.93188875120819
701,3,54,63.7638788048066
701,3,45,58.484170510873
702,4,29,55.16745777935561
703,4,35,45.63278631228312
703,4,12,28.930358599680947
703,2,14,56.705127206285304
703,3,21,47.790767438240486
703,3,47,43.72427975459558
704,3,3,40.71317440192885
704,1,51,56.384490243009225
704,1,55,20.46923943908077
704,2,3,24.38358313700013
704,2,8,53.726952466214996
704,4,47,51.798518857070555
704,3,7,61.44625978846556
705,1,49,68.52104990941898
706,2,9,39.98457443186167
706,1,15,59.36726519506731
706,2,36,50.037487394888856
706,4,46,55.49006399807014
706,2,35,55.23626894972522
706,2,52,61.55074660601249
707,2,15,60.995837703328455
707,1,20,54.49182649185241
707,1,7,48.648815689448135
707,3,38,53.893862104016215
707,2,41,37.63196423946958
708,1,48,60.43564775195339
708,3,26,45.16952905085146
708,2,44,56.98240249023333
709,2,29,48.593981227955915
709,1,13,45.34266930861608
709,1,15,54.0716915110004
709,3,53,58.592578762317785
709,3,48,39.60266696328384
709,2,36,50.47865788013464
710,2,33,57.836087414684826
710,4,49,55.59778440440118
710,1,34,42.626044668341734
710,4,11,59.21989588952667
710,3,33,54.23752738882944
711,1,19,48.97588757025937
711,2,37,41.39942320246407
712,4,53,38.17676087418238
712,4,16,56.40324192733965
712,4,43,45.70763742699836
712,1,51,60.13140343499284
713,2,39,60.31411045659438
713,2,37,36.680748295485316
714,2,24,44.21447508160921
714,3,30,52.99901477126353
714,1,10,49.73185473874934
714,2,30,49.30694023338858
714,1,51,56.44636207725358
714,3,13,40.98958165882074
715,1,5,46.2463760837933
715,4,4,73.29711710434219
715,1,50,43.914073409531355
715,1,10,66.75223267849171
715,4,28,52.068447006664485
716,1,36,55.63318208796445
716,2,36,45.03587638011412
716,2,43,64.99895546612986
716,4,35,39.356253635411434
716,2,24,43.581931670899564
716,4,44,45.927135121874
716,4,1,57.39280923536757
716,4,19,58.00316169592764
717,3,14,54.262494302809394
717,4,15,40.621750625797475
717,4,25,62.47623209607438
717,1,33,48.232814446086444
717,3,16,59.057859014888045
718,4,16,44.010819250881426
718,4,39,31.96584007880975
719,4,48,58.51591238875655
719,3,43,51.897370160207444
719,3,1,48.079624598940576
720,3,55,65.42045429734341
720,3,30,54.635453061155125
721,1,20,56.17679206220573
721,2,53,51.564772276508506
721,4,54,80.84674666510793
721,2,6,60.09284878724142
722,4,15,54.89514986278481
722,3,3,53.88881904028984
723,4,17,48.89274315431054
723,3,20,48.30272715811609
723,1,53,53.17857995265703
723,3,5,58.13219533837169
723,3,6,54.17768903957293
723,4,47,51.15891455316955
723,3,5,55.15966854512995
723,4,10,44.93943334666082
723,2,47,46.18710168408465
723,1,31,39.50463649755058
723,2,22,49.513585337065244
723,4,52,59.06807048447193
723,1,54,41.889469240351346
724,2,47,44.21231954417038
724,3,33,50.33893901126504
724,2,35,62.69893949054452
724,1,42,55.801451622623645
725,1,33,55.99904082755468
725,1,10,46.96788549968794
726,2,36,55.097724170112436
726,1,6,62.23184256880865
726,4,18,61.68570486803443
726,3,44,47.1396132822139
726,4,39,24.153361682084853
727,1,31,56.84135840003746
727,2,22,66.06729879004345
727,2,53,54.235202457603485
727,2,35,43.01552747984096
727,1,35,73.50883491675711
728,4,41,63.13750311986508
728,4,33,63.72482885583274
728,3,27,39.27545084391923
728,3,24,53.87169440875261
729,1,26,62.69022734152782
729,4,14,50.730964902776044
729,1,55,72.87611630295794
729,3,46,47.69280821364528
730,3,40,53.277378034149
730,2,41,28.413098352675203
730,2,44,40.969468812678194
730,3,8,69.68390771229657
731,4,42,49.993165070472706
732,3,46,40.05164809487546
732,3,11,50.037378323421386
732,4,2,45.24343085943545
733,3,51,72.93112950754278
733,4,38,53.80965046439115
734,1,35,49.814622127077754
734,2,29,47.629898315370504
734,4,11,67.35020221339059
735,1,48,64.48005569540726
735,3,3,47.776065277268934
735,4,11,41.3495170613963
735,4,42,63.96363970161116
735,1,7,46.462563681016746
735,2,53,52.485089973692
736,3,14,58.01030799120967
736,3,43,63.43374598252139
736,2,29,61.35140652212742
736,3,51,55.57926688114286
736,1,12,61.44678952318665
737,1,12,37.807790484234744
737,1,3,44.29378174225315
738,3,1,62.20025673697329
739,3,3,53.9078257370748
739,4,4,50.38738172924899
739,3,38,34.86094978091891
740,4,18,50.24824661898942
740,1,44,43.71131150503338
740,3,11,49.07454432725413
740,3,4,39.983351826744766
741,4,51,56.138792316749985
741,4,2,23.031495785916412
741,2,47,44.318604600324186
742,4,54,47.38071841311773
742,3,38,64.54275216126649
742,4,42,45.55935398624449
742,4,29,50.85709463782259
742,3,5,49.512713943432146
742,4,38,45.0032016926411
743,3,30,53.05157468143047
743,2,30,53.978769293549625
743,4,16,36.67820985262868
743,2,52,44.292962600548506
743,2,53,54.77576552004832
743,3,22,49.476851107172855
744,2,26,59.721756353738364
744,4,48,71.00007179716036
744,2,19,71.74571826489498
745,4,52,37.80615178990873
745,2,25,51.39570559176639
745,3,17,45.67645196589379
745,1,52,52.64209990809787
746,1,43,42.963298892036555
746,2,14,61.60594353770521
746,3,10,48.643039686925476
746,4,29,63.144456544470266
746,2,15,57.332160077795706
747,1,6,43.05377977685732
747,4,22,56.07081657114407
747,3,1,75.98475771430822
748,3,43,37.758107066063246
748,4,13,46.929538995359316
748,3,41,46.27514480618099
748,2,20,36.103188358614716
748,1,7,45.74107928436052
748,1,41,54.54822515672967
748,3,51,52.1045746745739
748,1,37,40.87808568089394
749,2,48,65.24866824860112
749,1,23,51.38643522673695
749,1,16,56.88042020820554
749,2,34,39.71701428005581
749,2,40,46.06619325250912
749,1,34,62.428932787925106
750,3,28,53.536029958546756
750,3,36,51.64742045248988
750,4,21,50.718365668840704
750,2,24,45.482143081252445
751,1,39,63.07617038435704
751,4,10,59.88585791808776
751,3,12,43.446684750410704
752,3,42,44.411652406840375
752,3,50,48.94715108308303
752,4,26,57.847107035704056
753,3,37,40.43117303009504
753,3,36,48.48780414188312
753,1,9,58.364353132048436
753,4,40,26.57405432476796
754,2,29,49.16432198912376
754,1,38,54.41504574497399
754,1,54,60.5042007707384
755,1,51,52.83159990146334
755,3,26,49.50294413815047
756,2,3,50.64824183151803
756,3,17,48.93629717775927
756,3,10,44.37000421693739
757,3,39,60.95320469756604
757,3,35,51.31150542959785
757,3,30,50.108465797346
758,1,43,43.449294283614655
758,4,18,46.75421697212899
758,2,51,44.037576549738525
758,4,26,48.28760086996868
758,3,23,52.88312029599093
759,4,14,39.45915750455865
760,4,4,40.68460312993204
760,2,45,25.9016309449285
760,3,15,30.137124767174676
761,2,33,45.379939304251124
761,2,33,59.67938489374848
761,2,49,61.042613292200016
762,4,44,46.18112763381125
762,4,12,60.462976283260026
762,4,25,54.1313595504738
762,3,43,48.182009804928114
762,3,5,49.778217617171904
762,4,17,67.77903909086476
762,4,39,46.26810696959876
762,3,36,41.03928504586326
763,2,40,54.924391625450326
763,4,22,46.959460893247225
763,4,37,46.96714424847642
763,2,17,61.379254189628455
763,3,38,45.69119135651216
764,1,4,48.42002392995827
764,4,1,58.816729304896455
764,2,20,55.429947096993814
764,4,55,56.79689008552569
765,1,32,55.54919221377647
766,2,9,65.08460971657088
766,3,47,54.746445012388364
766,4,2,60.09110670397078
766,1,18,35.41561508473633
766,2,22,38.336064149515195
766,4,32,62.350194755633765
766,2,12,52.29088501514284
767,1,22,46.110585077267615
767,3,29,59.41719823836326
767,1,6,52.069573573151274
767,4,42,56.39071970109303
767,2,25,54.1012523584631
767,1,48,47.069364972317345
767,3,26,49.659678062108775
768,1,32,58.83284367255376
768,3,27,48.88867669850767
768,3,28,46.26204404364952
768,3,40,50.27859644763593
768,3,25,52.79086495407497
768,4,30,42.03947694791442
768,4,34,55.87153672692226
768,3,18,52.292834231565934
769,1,18,47.412034845546046
769,3,16,51.349054052974786
769,2,51,49.303714940655695
769,4,27,46.43101939231592
769,2,49,58.82864298563922
769,2,16,59.560760276562235
769,2,18,38.5467441668621
770,4,19,65.30813838446412
770,4,47,37.72052743404073
770,2,45,45.546387507366745
770,3,45,66.96078532028649
770,3,16,54.813880402431124
770,1,48,57.10801926134048
770,4,39,45.770220572756024
771,2,29,29.328584058183885
771,3,4,51.56263107590535
771,3,13,42.60339253466301
771,2,2,38.4683686732359
771,1,29,51.714459191856506
772,1,40,56.40535155401852
772,1,38,56.81003182377375
772,1,14,44.36354794142269
772,3,26,37.830410690665914
772,3,10,54.11128576168866
772,2,34,39.00498090392588
773,2,4,29.314297128241613
773,2,52,41.55551998699558
773,4,45,48.60977711863491
774,2,55,39.460717004825895
774,1,47,65.55031577711704
775,3,19,41.28067487024036
775,1,12,50.03421794908428
775,1,12,55.69517766247559
775,3,20,61.32406258283869
775,3,8,41.37629658294699
775,2,33,44.16085755849048
775,3,24,74.84283902960118
775,1,15,65.07913865978897
776,2,3,41.28464483984735
776,4,24,31.687575197963117
777,2,33,39.00543067114481
777,2,12,61.6505003025688
777,1,42,37.77230342949076
777,4,30,32.145896651053576
777,2,2,33.23429593997865
777,1,41,52.90339340632451
777,3,13,51.11382025729864
777,2,29,55.02596262801385
778,2,12,42.8948018909902
778,1,47,53.450300314939284
778,4,33,43.3595978541981
778,3,26,36.133230146898725
778,2,46,70.3203319911014
779,1,33,56.283992495496335
779,1,14,54.20801128691969
779,2,46,53.713747057071316
779,3,1,72.09313458103624
779,1,50,42.48048310291641
780,1,1,71.79052106257717
780,2,51,24.488890640448815
780,4,22,55.155648699749676
780,1,19,55.48494583698286
780,2,9,56.11011994911463
780,2,49,53.67680397680755
780,1,18,54.31621125496901
781,2,53,41.62667564651052
781,3,47,56.553360855741545
781,4,3,50.20077522829575
781,3,51,45.56887113148669
781,3,3,52.64176925893143
781,1,23,47.449316532221964
781,2,53,59.58914550702384
782,1,54,36.4744544411907
782,3,13,47.789579421043335
782,4,41,50.53498787023977
782,1,54,43.8229557535631
782,1,20,51.99904150917055
783,1,34,36.14962654778057
783,3,29,43.470401336235106
783,4,25,47.192281482763434
783,1,54,58.53188446501025
783,1,8,44.60437813715432
783,1,23,34.19640554031853
783,3,6,57.776770391733784
784,3,18,62.960271269093106
784,1,43,41.76969062886309
784,3,43,52.14184563167381
784,2,16,67.56755021871567
784,2,16,39.42877015952442
785,2,16,58.91124544240846
786,1,12,36.67301318010863
786,2,44,61.61099527575221
787,1,44,31.28675827673407
787,4,52,55.26932947627977
788,2,34,65.25479466410252
788,2,32,38.572748989149964
788,2,15,53.62829763768696
788,4,44,42.337284243402195
788,1,4,54.7515004782725
788,1,11,33.165795084512126
788,2,23,56.084680781555235
789,3,11,46.290866662466804
790,2,46,56.13667154299198
790,3,28,38.70453834030323
790,3,2,54.007533568559694
790,4,16,41.797750324541774
790,1,15,45.18040892418486
790,2,34,49.75409007485983
790,3,3,38.42905169031947
791,2,28,47.45646330631228
791,4,33,51.863687539095196
791,4,8,40.4369805232562
791,4,24,46.73496051455805
791,1,20,56.45269085395202
791,1,27,49.49920114455472
791,1,48,63.50625104039844
792,1,16,59.80453513761405
792,1,32,43.39029491097539
792,2,27,44.33992085262212
792,2,24,71.37596277912974
792,1,13,60.41700367033816
792,4,55,49.191844571580006
793,1,45,25.169440019478742
793,2,3,35.52224219976806
793,1,40,59.33182297559178
793,2,36,41.39327617981519
793,3,10,58.1810497924793
794,2,17,44.84318010349671
794,2,36,41.27910321304752
795,2,3,51.41533905255609
795,4,20,62.91835689563186
795,2,15,33.009271049584896
795,2,9,53.983555762855985
796,2,38,38.370076245150464
796,1,28,55.00313776071849
796,2,44,62.193104411638586
796,4,32,32.92783445228723
797,3,25,37.340774568206214
797,4,25,45.03235800966777
797,4,39,56.19457065568691
797,1,29,50.03525293316944
797,4,35,56.31649985266644
798,1,1,56.19132539778686
798,1,12,38.63829753367486
798,1,15,48.391103466140095
798,3,23,42.71383007877557
798,1,14,68.418230887258
798,4,9,42.52802849865006
798,4,53,61.658998879373335
799,3,48,43.9529114257178
799,4,1,67.84274612574706
799,2,33,62.42398689342893
800,1,48,33.55056077672662
801,3,44,55.429043899344244
801,1,34,52.8239918230797
801,2,6,57.787140042291966
802,3,40,47.53637281512145
802,3,39,40.769668989650526
802,2,48,31.484972335822967
802,4,18,50.590528153824884
802,2,55,37.87592460669843
803,1,27,48.10497218950602
803,4,50,51.15654649188172
803,3,53,61.66141039853203
803,1,4,46.828158862482056
803,2,29,50.36528836285119
803,2,33,37.75446942190389
804,2,5,47.38800963615642
804,4,48,32.396050383741674
805,4,6,54.59830134230269
805,4,39,40.54562706509651
805,1,36,47.702684611676304
805,3,40,56.17763509766986
805,2,36,49.05597625317563
805,2,34,63.58695576982451
805,4,16,55.204502578411116
806,4,54,33.42233314114957
806,3,23,44.89251736820521
806,2,43,72.73592161009762
807,3,24,47.182031171802876
807,4,7,52.66636277647124
807,4,19,60.17015774546188
807,3,20,61.73305177217671
808,2,3,53.378780901835995
808,2,36,42.801200123315
808,4,1,52.20827679427395
808,3,30,60.107308735335906
808,1,26,37.06024393282924
809,2,27,68.8743148885876
809,2,39,37.391147855437524
809,4,26,46.87819299249507
809,4,6,46.817431544716335
809,1,29,56.0993308893334
809,1,5,56.32468296972815
810,3,27,51.8291422718887
810,2,21,60.83950371470788
810,1,17,51.37558387268207
810,1,35,47.87336358353559
811,2,7,56.35660748361583
811,4,15,45.795779118996066
811,4,41,48.769430092990795
811,2,13,36.86953299671299
812,1,11,51.519175326154595
812,1,45,58.02147131206437
812,2,36,46.47519569216094
812,2,13,56.32346480156277
812,2,36,37.86875546733615
812,1,24,45.525589728694825
813,4,23,53.495431383359424
813,3,12,45.527354490887255
813,2,9,72.31702367724637
813,4,44,51.458286137117746
813,3,17,53.10339105084088
813,1,27,56.08029375094429
814,4,12,53.517826016357304
814,1,46,43.20717720702938
814,3,25,55.68503698377543
814,2,47,29.17247679334235
814,3,8,45.62264148827929
814,4,18,47.167100272555615
815,4,26,62.04244083358816
816,4,20,42.80151941926145
816,2,36,64.55297781439214
816,2,23,77.65005634862733
816,3,51,73.94093525589022
816,4,27,45.00809721869523
817,1,41,54.460258688497134
817,4,40,50.13477179100782
817,4,19,50.22046178880004
817,3,38,53.53302442688318
817,1,48,63.883784304573226
817,2,7,64.0038386181902
817,1,18,41.46134002048333
817,2,50,62.077023153831895
817,4,24,13.889002025663437
818,4,44,63.20268375072842
818,1,22,40.7080667972484
818,2,26,51.40239549561638
818,2,3,37.71909617373513
819,3,29,47.721467278654956
819,3,21,46.58980684429552
819,3,19,54.96863295648087
819,2,32,59.42048505171187
819,1,13,46.77182238994233
819,4,35,44.19817860405878
819,4,8,50.69353877168746
819,1,24,46.612820218776335
819,2,1,64.35136099296427
819,4,55,60.12726083856382
819,2,24,41.3245735879764
819,2,55,65.64668469798036
820,3,42,48.816170936445026
821,3,48,46.09842556186472
821,3,12,54.30455794438095
821,1,6,39.05133616666259
821,2,31,47.30106782874306
821,2,53,58.3269005633199
821,1,19,25.619027257659347
821,4,54,35.21406611094715
821,3,43,66.55673992600933
822,4,46,35.931024521596214
822,2,4,49.45840345068023
822,4,13,49.263153673498934
822,1,31,66.97068047432329
822,1,15,46.85140360211115
822,4,24,68.85281781435864
822,1,46,50.079159328270975
822,3,53,35.89831887530899
822,2,55,67.02435103716424
823,4,53,48.7503960225274
823,4,42,38.757983099245195
823,3,12,59.01986734376393
823,2,4,60.733323311475125
823,1,13,59.46196677865361
824,2,44,37.82635063463216
824,1,27,41.62629272512592
824,1,42,46.56292089584575
824,1,51,51.45168881252996
825,3,25,56.86181399556316
825,3,52,44.56403968242991
825,3,10,55.15970977850338
825,2,39,56.638219873375924
825,3,50,52.11216131848572
826,1,34,35.599057113785854
826,4,16,54.05144648158335
826,3,20,50.377023686339655
826,2,4,48.93989619417428
826,4,3,53.67203009328592
826,4,30,37.4047430705351
827,3,18,39.752416371576516
827,1,23,43.63323679434016
827,1,14,60.027186211175135
827,2,14,33.268057151451615
827,1,18,41.672515522030714
827,1,12,54.686539881527736
827,4,15,40.159327109849826
827,2,10,29.79811148824441
827,4,15,50.533310121145185
828,4,12,43.38678127647353
828,3,39,48.91770039096476
828,2,1,42.855753430197474
828,3,25,77.73658947318175
829,3,43,52.32333284937943
829,2,26,63.52435369340594
829,4,44,45.0561956585009
829,1,26,41.94055726643427
829,4,25,48.197039183455985
829,1,44,54.391247137705584
830,2,2,56.922143228801836
830,4,41,58.088155451337784
830,1,47,54.886026848103455
830,3,17,62.739959526546656
830,2,14,46.74324152339289
831,1,4,37.08680531938601
831,3,38,45.028867015389835
831,1,49,53.77994475459351
831,4,24,47.05153047535134
831,2,31,45.08861071968783
832,4,12,57.826913957408436
832,3,39,58.19122931325474
832,2,17,46.220653867203744
832,2,16,38.44212358149588
833,1,6,54.368595773023074
833,3,14,41.36330957329401
833,1,53,46.443118198571355
833,2,42,62.95100498320903
833,3,13,61.59437824809871
833,2,1,53.181162590945135
833,2,55,51.666775037889686
834,1,41,41.9249481019032
834,2,31,52.43936036601016
834,4,14,46.61993972861929
834,2,4,31.414255084228184
834,3,8,68.10977960264253
834,1,16,53.606730844234846
835,2,30,47.66546852299937
835,3,52,55.155015990252636
835,2,53,51.67170879872357
836,3,31,68.53529859712206
836,4,26,44.20011389918047
836,2,35,67.37908759291808
836,2,50,62.89438080471282
836,1,32,42.83259873511035
836,3,1,32.1880551904496
837,1,12,45.4196175527437
837,3,43,34.435593619604234
837,1,18,44.2214190019137
837,1,41,46.6384725806664
837,3,30,32.27106721563423
837,4,52,77.84069570877897
837,3,14,55.584072655060936
837,4,7,49.3887928066928
838,3,11,45.15824131885642
838,3,2,48.11184294389003
838,2,9,50.78175838021563
838,2,40,49.89303975141391
838,2,14,37.88313222186385
838,2,55,52.00356504662812
839,3,28,41.99697548544239
839,3,7,63.68740224574981
840,4,48,42.5063766473281
840,1,36,35.5847204478231
840,3,24,58.315841258406614
840,4,33,45.47355818638477
840,3,40,29.67436955437943
841,4,27,64.37373234596407
841,4,14,50.25936679321464
842,3,26,50.03754521171345
842,2,12,26.567761329366615
842,1,39,53.22493704617707
842,2,55,65.15619582554011
843,4,10,61.91516264954575
843,4,20,43.780882939782636
843,1,16,44.96850961041053
843,3,27,56.16274011542854
843,3,12,68.6245308390057
843,1,37,39.9025178893831
844,1,4,41.513864857389954
844,4,45,46.448379271871495
844,3,51,40.362290681995134
844,4,12,44.7569847011995
844,4,20,46.91191219311912
845,4,23,54.98443675142366
845,1,40,71.7620359318498
845,2,48,70.7212276815984
846,3,28,48.49371608218423
846,2,30,48.93507350719887
846,1,22,37.560233729344404
846,3,36,48.046125040844245
846,1,8,39.93558647321039
846,1,35,67.1405852204341
847,4,25,59.72110620899606
847,2,54,56.02964652928678
847,1,23,52.98229445226507
848,2,2,32.4504418727687
848,1,25,61.679284268885446
848,2,41,51.70424486683126
849,1,51,51.912465256290176
849,1,23,37.342766814144746
849,2,29,76.07708365277759
850,2,12,54.78917225494769
850,1,22,54.85609578899811
850,3,15,36.97988988480082
851,4,35,49.82620235054402
852,2,46,39.857340671454615
852,2,7,40.398026745121406
852,2,42,52.81833822995239
852,3,16,48.66029719984687
853,1,9,43.74967538687726
853,3,43,53.88703166555257
853,2,47,50.60474798828806
853,4,3,54.91854900606883
854,2,37,54.26420320113372
854,3,42,56.92242136535898
854,2,42,42.90637426827237
854,3,32,42.35100232620235
854,3,38,46.961525159395556
854,2,2,15.541543515433638
854,3,54,70.06777556906593
855,2,19,51.10851697139884
855,4,12,36.78549247083414
855,3,21,30.321686653675563
855,2,22,56.111968393637554
855,3,14,49.80349382327061
855,2,21,49.214779402552224
855,3,48,47.92375572384318
855,1,33,56.1164598251607
856,3,27,33.76838915294776
857,2,18,64.67738240455303
857,2,15,37.6588568514895
857,2,36,52.62675519001875
858,4,2,49.47833831756036
858,2,26,47.271659110278925
859,1,54,45.064807043152946
859,1,13,56.44288160383674
859,1,4,51.118363119121156
860,3,5,58.86721108269413
860,2,37,56.132813620261615
860,2,20,45.1361127981861
860,1,5,63.42717396086018
860,3,45,49.20175397845152
861,1,44,48.445374160411475
861,1,35,50.5599507377719
861,2,23,47.86502398009958
861,4,23,55.70686139478751
862,2,53,45.20895244180243
862,1,25,47.45107305321169
862,3,36,35.058700883626244
862,4,48,58.91603507621207
862,2,25,61.53160921723552
862,4,26,57.763162617943266
863,1,33,51.77481765874677
863,1,23,51.48714943236793
863,3,2,60.25271499574991
863,2,25,33.564267302843696
864,1,33,37.287999033391515
864,1,1,55.18135765033806
865,3,25,62.21146419351218
865,4,20,42.224472110149314
865,2,4,46.51925459618686
866,4,7,61.60097598229894
866,1,44,50.05626343954461
866,4,10,63.741366239479945
866,2,18,46.36460319744864
866,4,34,37.903814783288766
867,3,48,49.53077032204671
867,2,39,44.26477543549394
867,4,19,39.90784531947399
867,4,5,53.6351614982461
867,2,48,48.11049521368933
868,4,33,45.89337565072794
868,1,45,57.224497097573945
868,3,48,48.01273898619357
868,2,35,46.02273165966837
868,1,14,58.13396939498663
868,3,10,43.001363335903356
868,3,52,58.85593712279885
869,1,20,63.89484701460493
869,3,15,51.04407136949942
869,2,5,56.5271686805546
869,1,48,42.385602962821
870,2,24,49.36795789342606
870,2,28,44.55899894893858
870,1,42,48.56558081017043
870,4,4,62.36650006338355
871,2,32,44.25240477515031
872,4,50,26.626456130570475
872,1,39,62.802303017994646
873,4,11,43.82383765581525
873,2,36,58.460352231988665
873,2,50,57.91626484959332
873,2,42,62.963494449050245
873,3,53,57.222809939240875
873,4,52,62.94147571166651
873,4,53,46.83813455773309
873,3,12,70.50711635307007
874,4,15,45.61430413243055
874,1,3,45.42019624089362
874,1,10,52.87570737672985
874,3,26,44.76505223152128
874,1,12,55.802144059705356
874,4,48,52.76615466503809
875,4,50,51.025297628118864
875,3,27,41.846616610322776
875,4,46,54.007791738649146
875,2,8,53.085390050192785
875,1,45,59.1140282319102
875,3,12,48.23670286595038
875,2,33,66.28319052379655
875,2,17,53.65569841634889
876,4,53,53.34278877103566
876,2,39,51.502126079177344
876,2,36,58.262503267942236
876,2,51,71.41676492026664
877,2,21,39.7665408567436
877,3,40,62.203949264864754
877,2,52,37.188057643436835
877,3,16,43.65408809329442
878,2,19,54.05573278498215
878,4,50,50.2925018034636
878,3,14,61.82115854814455
878,4,50,52.37189999159256
878,1,30,53.29927372478657
879,1,7,31.39700819083853
879,4,44,62.727700261143156
879,4,15,60.024885764764505
879,2,11,47.90897913295588
880,1,24,59.37843444439005
880,2,49,67.16688558616808
880,3,42,58.95903202139462
880,1,51,61.94416017867515
881,4,12,73.74345783058612
881,1,8,56.03330884513653
881,2,7,36.51033107322484
881,1,52,56.30779101132729
882,3,27,86.38799197059379
883,4,5,68.02622926048454
883,3,45,62.53782580055297
884,1,32,49.0366718442848
884,4,45,61.23216484744414
884,2,50,36.7110486463735
884,3,17,46.24072613743951
884,2,48,58.59435860075954
